0,4.25
-0.00112784,4.25
-0.00228406,4.25
-0.00337329,4.25
-0.00429497,4.25
-0.00494297,4.25
-0.0052045,4.25
-0.0049603,4.25
-0.00408755,4.25
-0.00246765,4.25
0,4.25
0.00423171,4.25
0.00899026,4.25
0.0141268,4.25
0.0195048,4.25
0.025,4.25
0.0304952,4.25
0.0358732,4.25
0.0410097,4.25
0.0457683,4.25
0.05,4.25
0.0524676,4.25
0.0540876,4.25
0.0549603,4.25
0.0552045,4.25
0.054943,4.25
0.054295,4.25
0.0533733,4.25
0.0522841,4.25
0.0511278,4.25
0.05,4.25
0.0480826,4.25
0.0465713,4.25
0.0455372,4.25
0.0450046,4.25
0.044962,4.25
0.0453701,4.25
0.0461674,4.25
0.0472733,4.25
0.0485891,4.25
0.05,4.25
0.0503795,4.25
0.0506711,4.25
0.0508633,4.25
0.0509545,4.25
0.0509506,4.25
0.0508623,4.25
0.0507044,4.25
0.0504945,4.25
0.0502524,4.25
0.05,4.25
0.0488235,4.25
0.0478525,4.25
0.0471512,4.25
0.0467546,4.25
0.046673,4.25
0.0468957,4.25
0.0473936,4.25
0.0481209,4.25
0.0490156,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.25
0.05,4.24902
0.05,4.24812
0.05,4.24739
0.05,4.2469
0.05,4.24667
0.05,4.24675
0.05,4.24715
0.05,4.24785
0.05,4.24882
0.05,4.25
0.05,4.25025
0.05,4.25049
0.05,4.2507
0.05,4.25086
0.05,4.25095
0.05,4.25095
0.05,4.25086
0.05,4.25067
0.05,4.25038
0.05,4.25
0.05,4.24859
0.05,4.24727
0.05,4.24617
0.05,4.24537
0.05,4.24496
0.05,4.245
0.05,4.24554
0.05,4.24657
0.05,4.24808
0.05,4.25
0.05,4.24719
0.05,4.24477
0.05,4.24295
0.05,4.24188
0.05,4.24163
0.05,4.24222
0.05,4.24356
0.05,4.2455
0.05,4.24776
0.05,4.25
0.05,4.24579
0.05,4.24111
0.05,4.23608
0.05,4.23084
0.05,4.22548
0.05,4.22008
0.05,4.21473
0.05,4.20953
0.05,4.20457
0.05,4.2
0.05,4.19017
0.05,4.18174
0.05,4.1752
0.05,4.17093
0.05,4.1692
0.05,4.17019
0.05,4.17394
0.05,4.18038
0.05,4.18923
0.05,4.2
0.0490156,4.20355
0.0481209,4.20707
0.0473936,4.21032
0.0468957,4.21306
0.046673,4.21502
0.0467546,4.21587
0.0471512,4.21524
0.0478525,4.2127
0.0488235,4.20777
0.05,4.2
0.0502524,4.1815
0.0504945,4.16119
0.0507044,4.13975
0.0508623,4.11779
0.0509506,4.09582
0.0509545,4.07428
0.0508633,4.05356
0.0506711,4.03404
0.0503795,4.01607
0.05,4
0.0476047,3.98552
0.0453942,3.97404
0.043561,3.96536
0.0422657,3.95915
0.041635,3.95504
0.0417592,3.9526
0.0426883,3.95139
0.0444238,3.9509
0.0469061,3.95063
0.05,3.95
0.0503958,3.94728
0.0508995,3.94295
0.0514713,3.93688
0.052053,3.92901
0.0525665,3.91939
0.0529136,3.90811
0.0529747,3.8953
0.0526112,3.88115
0.0516707,3.86594
0.05,3.85
0.0406722,3.83019
0.0312613,3.81158
0.0223194,3.79477
0.0143103,3.78023
0.00760456,3.76825
0.00248224,3.75904
-0.000868145,3.75269
-0.00235727,3.74919
-0.00201216,3.74839
0,3.75
-0.00174106,3.75206
-0.00255229,3.75452
-0.00260191,3.75687
-0.00209023,3.75871
-0.00123574,3.75979
-0.000267736,3.75992
0.000577336,3.75901
0.00105919,3.75702
0.000940419,3.75398
0,3.75
-0.00781443,3.74308
-0.0160636,3.7355
-0.0242276,3.72777
-0.0318385,3.72039
-0.0384981,3.71378
-0.0438878,3.70829
-0.0477804,3.70415
-0.0500576,3.70146
-0.050736,3.70017
-0.05,3.7
-0.0523151,3.69529
-0.0541182,3.69048
-0.0557528,3.68526
-0.0576216,3.67927
-0.0601711,3.67205
-0.0638799,3.66314
-0.0692465,3.652
-0.076767,3.63809
-0.0868984,3.62089
-0.1,3.6
-0.11968,3.56998
-0.140957,3.53814
-0.163201,3.5053
-0.185822,3.47216
-0.20827,3.43935
-0.230028,3.40746
-0.250588,3.37702
-0.269441,3.3486
-0.286076,3.32274
-0.3,3.3
-0.307684,3.28318
-0.312199,3.27045
-0.314066,3.26132
-0.313862,3.25521
-0.312167,3.25152
-0.309544,3.24967
-0.306527,3.2491
-0.303622,3.24929
-0.301303,3.24975
-0.3,3.25
-0.299319,3.24826
-0.300637,3.24503
-0.303857,3.24044
-0.308734,3.23479
-0.314924,3.22842
-0.322015,3.22176
-0.329552,3.21524
-0.337052,3.20923
-0.344025,3.20408
-0.35,3.2
-0.352696,3.19577
-0.354168,3.19203
-0.354553,3.18862
-0.354059,3.18535
-0.352947,3.18194
-0.351517,3.17807
-0.350112,3.17338
-0.349113,3.16744
-0.348932,3.15979
-0.35,3.15
-0.352855,3.13675
-0.357789,3.12109
-0.364757,3.10328
-0.37361,3.08361
-0.384125,3.06245
-0.396025,3.0402
-0.408976,3.01731
-0.422594,2.99427
-0.436435,2.97163
-0.45,2.95
-0.46253,2.93126
-0.473422,2.91495
-0.482485,2.90109
-0.489654,2.88953
-0.494962,2.88004
-0.49852,2.8723
-0.50051,2.86592
-0.501185,2.86044
-0.500876,2.85534
-0.5,2.85
-0.502198,2.84072
-0.504911,2.83011
-0.508265,2.81805
-0.512325,2.80455
-0.51711,2.78964
-0.522599,2.77343
-0.528736,2.75608
-0.535437,2.73783
-0.542578,2.719
-0.55,2.7
-0.560362,2.67968
-0.570151,2.66093
-0.578984,2.64421
-0.586564,2.62988
-0.592681,2.61816
-0.597203,2.60919
-0.600085,2.60303
-0.601378,2.59961
-0.601248,2.59873
-0.6,2.6
-0.600331,2.60126
-0.600911,2.60227
-0.602094,2.60244
-0.604198,2.60131
-0.60751,2.59848
-0.612287,2.59365
-0.618761,2.58657
-0.627127,2.57701
-0.637524,2.56484
-0.65,2.55
-0.666111,2.52785
-0.683081,2.50435
-0.700397,2.48036
-0.717606,2.45667
-0.734316,2.43394
-0.750186,2.41272
-0.764921,2.39345
-0.778267,2.37647
-0.79001,2.36197
-0.8,2.35
-0.808129,2.33734
-0.814549,2.3266
-0.819617,2.31733
-0.823726,2.30902
-0.827281,2.30114
-0.830681,2.29316
-0.834309,2.28454
-0.838528,2.27477
-0.843668,2.26339
-0.85,2.25
-0.858668,2.22955
-0.868528,2.20761
-0.879309,2.18482
-0.890681,2.16184
-0.902281,2.13926
-0.913726,2.11765
-0.924617,2.09754
-0.934549,2.07935
-0.943129,2.06343
-0.95,2.05
-0.95501,2.03702
-0.958267,2.02618
-0.959921,2.01703
-0.960186,2.00905
-0.959316,2.00162
-0.957606,1.9941
-0.955397,1.98585
-0.953081,1.97617
-0.951111,1.96442
-0.95,1.95
-0.952524,1.9287
-0.957127,1.90497
-0.963761,1.87936
-0.972287,1.8525
-0.98251,1.825
-0.994198,1.7975
-1.00709,1.77064
-1.02091,1.74503
-1.03533,1.7213
-1.05,1.7
-1.06428,1.68361
-1.07762,1.67007
-1.08987,1.65894
-1.10099,1.64969
-1.11103,1.64173
-1.12007,1.63446
-1.12829,1.62727
-1.13586,1.61953
-1.14301,1.61063
-1.15,1.6
-1.15808,1.5851
-1.16643,1.56788
-1.17515,1.54866
-1.18432,1.52786
-1.19401,1.50599
-1.20423,1.48358
-1.21499,1.4612
-1.22625,1.43944
-1.23796,1.41886
-1.25,1.4
-1.26109,1.38429
-1.27197,1.37076
-1.28263,1.35921
-1.29305,1.34931
-1.30323,1.34068
-1.31317,1.3329
-1.32286,1.32548
-1.33227,1.31789
-1.34134,1.30959
-1.35,1.3
-1.35813,1.28451
-1.36567,1.26701
-1.37256,1.24781
-1.37876,1.2273
-1.38422,1.20589
-1.38891,1.18401
-1.3928,1.16209
-1.3959,1.14053
-1.39826,1.11972
-1.4,1.1
-1.40065,1.08168
-1.40182,1.06482
-1.40377,1.04925
-1.40669,1.03472
-1.41074,1.02091
-1.41601,1.00747
-1.42258,0.994019
-1.43046,0.980193
-1.43963,0.965628
-1.45,0.95
-1.46126,0.931168
-1.47297,0.911309
-1.48481,0.890678
-1.49647,0.869568
-1.5077,0.848289
-1.51824,0.827156
-1.5279,0.806481
-1.53648,0.786562
-1.54387,0.767665
-1.55,0.75
-1.556,0.732674
-1.56113,0.716631
-1.56558,0.701694
-1.56958,0.687607
-1.57338,0.674049
-1.57727,0.660652
-1.58154,0.647002
-1.58652,0.632651
-1.59256,0.617135
-1.6,0.6
-1.61596,0.574085
-1.63296,0.546905
-1.65041,0.519062
-1.66781,0.491139
-1.6847,0.463688
-1.70068,0.437221
-1.71543,0.412215
-1.72869,0.389103
-1.74025,0.368268
-1.75,0.35
-1.76089,0.334326
-1.76995,0.320921
-1.77732,0.309413
-1.78321,0.299402
-1.78783,0.290494
-1.79142,0.282316
-1.79421,0.274511
-1.79642,0.26674
-1.79827,0.258676
-1.8,0.25
-1.80504,0.239144
-1.81056,0.226796
-1.81635,0.213122
-1.82219,0.198365
-1.82785,0.182795
-1.83316,0.166673
-1.83799,0.150223
-1.84231,0.133601
-1.84623,0.116876
-1.85,0.1
-1.85717,0.0818163
-1.86518,0.0631335
-1.87428,0.0436799
-1.88481,0.023096
-1.89715,0.00095057
-1.9117,-0.0232407
-1.92889,-0.0499874
-1.94914,-0.0797823
-1.97279,-0.113038
-2,-0.15
-2.02987,-0.187795
-2.06112,-0.227275
-2.09323,-0.268075
-2.12574,-0.309818
-2.15817,-0.352091
-2.19006,-0.394413
-2.22086,-0.43619
-2.24995,-0.476682
-2.2766,-0.514976
-2.3,-0.55
-2.31026,-0.569457
-2.31647,-0.584195
-2.31936,-0.594824
-2.31963,-0.601962
-2.31797,-0.606179
-2.31497,-0.607983
-2.31118,-0.607831
-2.3071,-0.606149
-2.30323,-0.603377
-2.3,-0.6
-2.29345,-0.591536
-2.28962,-0.58567
-2.28875,-0.582927
-2.29087,-0.583547
-2.29582,-0.587548
-2.30333,-0.594795
-2.31301,-0.605041
-2.3244,-0.617949
-2.33694,-0.633102
-2.35,-0.65
-2.35886,-0.665107
-2.36709,-0.680964
-2.37452,-0.697161
-2.38101,-0.713356
-2.3865,-0.729278
-2.39097,-0.744723
-2.39445,-0.759554
-2.39702,-0.773699
-2.3988,-0.787156
-2.4,-0.8
-2.39736,-0.809655
-2.39581,-0.819767
-2.39581,-0.830749
-2.39766,-0.84293
-2.40152,-0.856559
-2.40746,-0.871814
-2.41544,-0.888801
-2.42535,-0.907553
-2.43698,-0.92801
-2.45,-0.95
-2.4628,-0.972938
-2.47574,-0.996106
-2.48841,-1.01908
-2.50048,-1.04149
-2.51169,-1.06302
-2.52184,-1.08343
-2.53079,-1.10249
-2.53846,-1.12001
-2.54485,-1.13588
-2.55,-1.15
-2.55609,-1.16435
-2.56131,-1.17702
-2.56588,-1.18822
-2.57005,-1.19822
-2.57405,-1.20732
-2.57814,-1.21581
-2.58255,-1.224
-2.58753,-1.23221
-2.59328,-1.24077
-2.6,-1.25
-2.60971,-1.26326
-2.62017,-1.27758
-2.6311,-1.29272
-2.64224,-1.3084
-2.65333,-1.32433
-2.66411,-1.34027
-2.67435,-1.35597
-2.68386,-1.37124
-2.69245,-1.38593
-2.7,-1.4
-2.70647,-1.41352
-2.71198,-1.42672
-2.71675,-1.43981
-2.721,-1.45306
-2.725,-1.46673
-2.729,-1.48109
-2.73325,-1.4964
-2.73802,-1.51289
-2.74353,-1.53072
-2.75,-1.55
-2.75952,-1.57145
-2.7699,-1.59356
-2.78086,-1.61593
-2.7921,-1.6382
-2.80333,-1.65998
-2.81425,-1.68093
-2.82459,-1.7007
-2.83413,-1.71897
-2.84264,-1.73547
-2.85,-1.75
-2.85621,-1.76064
-2.86149,-1.76986
-2.86604,-1.77817
-2.87014,-1.78605
-2.87405,-1.79401
-2.87804,-1.8025
-2.88239,-1.81197
-2.88735,-1.82282
-2.89315,-1.8354
-2.9,-1.85
-2.90994,-1.86764
-2.92075,-1.88698
-2.93209,-1.90761
-2.94363,-1.92909
-2.95504,-1.95095
-2.966,-1.97272
-2.97621,-1.99395
-2.98541,-2.01419
-2.99338,-2.03299
-3,-2.05
-3.00534,-2.06201
-3.0097,-2.07231
-3.01337,-2.08135
-3.01671,-2.08962
-3.02006,-2.09762
-3.02379,-2.10585
-3.02829,-2.11477
-3.03393,-2.12483
-3.04107,-2.13646
-3.05,-2.15
-3.06276,-2.16566
-3.07701,-2.18331
-3.09238,-2.20268
-3.1085,-2.22337
-3.125,-2.24496
-3.1415,-2.26701
-3.15762,-2.28903
-3.17299,-2.31053
-3.18724,-2.33102
-3.2,-2.35
-3.20893,-2.36308
-3.21607,-2.37437
-3.22171,-2.38426
-3.22621,-2.39319
-3.22994,-2.40162
-3.23329,-2.40996
-3.23663,-2.41862
-3.2403,-2.42798
-3.24466,-2.43836
-3.25,-2.45
-3.25465,-2.45915
-3.26083,-2.47003
-3.26858,-2.48266
-3.27779,-2.49694
-3.28831,-2.51264
-3.29988,-2.52948
-3.31222,-2.54709
-3.32496,-2.56503
-3.3377,-2.58284
-3.35,-2.6
-3.36227,-2.61597
-3.37304,-2.6304
-3.38205,-2.64315
-3.3892,-2.65424
-3.39449,-2.66378
-3.398,-2.672
-3.39993,-2.67922
-3.40059,-2.6859
-3.40043,-2.6926
-3.4,-2.7
-3.4013,-2.71
-3.40419,-2.72224
-3.40901,-2.73697
-3.41597,-2.75428
-3.42519,-2.77414
-3.43664,-2.79639
-3.4502,-2.82071
-3.46559,-2.84659
-3.4824,-2.87334
-3.5,-2.9
-3.5153,-2.92107
-3.52929,-2.9394
-3.54146,-2.9545
-3.55136,-2.96599
-3.55865,-2.97357
-3.56305,-2.97705
-3.56437,-2.97629
-3.56253,-2.97132
-3.55764,-2.96238
-3.55,-2.95
-3.54186,-2.93613
-3.53366,-2.92299
-3.52617,-2.91164
-3.52012,-2.90301
-3.51616,-2.89791
-3.51495,-2.89708
-3.51714,-2.90125
-3.52334,-2.91108
-3.53414,-2.92719
-3.55,-2.95
-3.57353,-2.98285
-3.6006,-3.02009
-3.63037,-3.06057
-3.66208,-3.10319
-3.69496,-3.14696
