time(s),x,y
0.009931000000000001,0,0
0.01993,-1,0
0.030035,-1,0
0.040069,-1,0
0.050078,-1,0
0.060048,-1,0
0.070032,-1,0
0.07996399999999999,-1,0
0.089977,-1,0
0.102902,-1,0
0.109882,-1,1
0.119893,-1,1
0.129829,-1,1
0.139833,-1,1
0.149819,-1,1
0.159798,-1,1
0.16977,-1,1
0.179743,-1,1
0.189718,-1,1
0.199691,-1,1
0.209618,-1,1
0.219592,-1,0
0.229599,-1,0
0.239574,-1,0
0.249561,-1,0
0.259514,-2,-1
0.269506,-2,-2
0.279465,-2,-2
0.289403,-3,-3
0.299423,-4,-4
0.309348,-5,-5
0.319355,-5,-5
0.329328,-5,-6
0.339299,-6,-7
0.349275,-8,-9
0.359217,-9,-11
0.369188,-10,-12
0.379205,-10,-13
0.389162,-11,-15
0.40015,-12,-16
0.410108,-14,-18
0.419896,-15,-20
0.429653,-18,-22
0.439619,-19,-24
0.449373,-20,-26
0.459372,-21,-27
0.469322,-22,-30
0.479327,-23,-31
0.489299,-25,-34
0.499238,-26,-35
0.509213,-27,-36
0.519258,-29,-38
0.529204,-30,-40
0.539869,-31,-42
0.549816,-32,-45
0.560866,-33,-46
0.56987,-34,-48
0.579879,-36,-50
0.589819,-36,-52
0.59976,-38,-55
0.609764,-39,-56
0.619737,-40,-58
0.629719,-41,-59
0.639904,-43,-61
0.649896,-43,-62
0.659851,-45,-65
0.6698499999999999,-46,-66
0.679806,-47,-69
0.689824,-47,-70
0.699775,-49,-72
0.709684,-50,-73
0.719707,-51,-75
0.7296859999999999,-52,-77
0.739151,-53,-80
0.749299,-54,-81
0.759271,-55,-82
0.769265,-56,-85
0.7792210000000001,-57,-86
0.789204,-58,-89
0.80018,-59,-91
0.8101739999999999,-60,-94
0.8201040000000001,-61,-95
0.830115,-62,-98
0.839261,-63,-100
0.849236,-65,-102
0.859229,-66,-103
0.869185,-67,-105
0.879181,-69,-107
0.889148,-70,-108
0.900191,-72,-112
0.909139,-72,-113
0.920063,-74,-115
0.930079,-75,-116
0.939538,-77,-119
0.9495479999999999,-78,-120
0.9595129999999999,-80,-124
0.969631,-80,-125
0.979598,-82,-128
0.9894309999999999,-82,-129
0.99938,-84,-132
1.009378,-84,-134
1.019368,-86,-135
1.029297,-87,-138
1.039312,-88,-140
1.049316,-90,-143
1.059264,-90,-144
1.069195,-92,-147
1.079196,-92,-148
1.08918,-94,-151
1.102143,-94,-153
1.110111,-94,-155
1.12009,-96,-157
1.130059,-97,-159
1.140093,-98,-160
1.150035,-99,-162
1.16005,-100,-163
1.170009,-101,-164
1.180003,-102,-166
1.18993,-102,-167
1.19995,-103,-169
1.210028,-104,-169
1.219895,-105,-170
1.229888,-105,-171
1.240134,-105,-171
1.25006,-106,-172
1.260063,-106,-172
1.270005,-108,-175
1.280024,-108,-176
1.289983,-109,-177
1.300922,-109,-178
1.309899,-109,-179
1.319914,-109,-179
1.329903,-110,-180
1.339853,-110,-180
1.349824,-110,-180
1.359793,-110,-180
1.369768,-110,-180
1.379712,-110,-180
1.389732,-110,-180
1.400764,-110,-180
1.409783,-109,-180
1.419652,-109,-180
1.429667,-109,-180
1.439425,-110,-180
1.44927,-109,-180
1.45928,-109,-180
1.469253,-109,-180
1.479228,-109,-180
1.489202,-109,-180
1.499358,-109,-180
1.509141,-109,-180
1.520077,-109,-180
1.529193,-109,-180
1.539289,-109,-180
1.549305,-109,-180
1.559419,-108,-180
1.569274,-108,-180
1.579284,-108,-180
1.589246,-108,-180
1.599195,-108,-180
1.609213,-108,-180
1.619139,-107,-180
1.629162,-107,-180
1.639244,-107,-179
1.650059,-106,-180
1.66008,-106,-180
1.670005,-105,-180
1.679742,-105,-179
1.689993,-105,-179
1.699925,-105,-179
1.709897,-104,-179
1.719918,-103,-179
1.729873,-103,-179
1.739502,-102,-179
1.749491,-101,-179
1.759449,-101,-179
1.76942,-100,-179
1.77943,-99,-179
1.789367,-98,-179
1.79945,-98,-179
1.809314,-97,-179
1.819288,-96,-179
1.829373,-96,-179
1.839524,-92,-178
1.849545,-92,-178
1.859467,-91,-178
1.869488,-91,-178
1.879587,-90,-178
1.88958,-89,-177
1.899399,-89,-177
1.909492,-88,-177
1.919356,-87,-177
1.929329,-87,-177
1.94,-85,-177
1.950064,-85,-177
1.959988,-83,-178
1.969957,-81,-178
1.979934,-80,-178
1.989866,-80,-178
1.999889,-79,-178
2.009811,-79,-178
2.019824,-78,-178
2.029784,-77,-178
2.039772,-76,-178
2.049744,-75,-178
2.059727,-72,-178
2.070648,-70,-178
2.0797,-69,-178
2.089598,-68,-178
2.099571,-67,-178
2.109546,-66,-178
2.119555,-65,-178
2.12957,-65,-178
2.139492,-64,-178
2.149438,-61,-179
2.159455,-61,-179
2.16942,-60,-179
2.179356,-60,-179
2.189367,-59,-179
2.199331,-58,-179
2.209319,-55,-179
2.219268,-54,-179
2.229224,-54,-179
2.239272,-53,-179
2.249169,-52,-179
2.259174,-51,-179
2.269208,-50,-180
2.279176,-48,-180
2.290101,-47,-180
2.300071,-47,-180
2.309147,-46,-180
2.320025,-45,-180
2.329996,-44,-180
2.339966,-41,-180
2.349931,-40,-180
2.359914,-39,-180
2.369888,-39,-180
2.380858,-39,-180
2.389793,-38,-180
2.399798,-35,-180
2.40974,-33,-180
2.419752,-33,-180
2.429728,-32,-180
2.439751,-32,-180
2.449784,-31,-180
2.45979,-28,-180
2.469755,-27,-180
2.47974,-27,-180
2.489719,-26,-180
2.501644,-25,-180
2.509665,-24,-179
2.519595,-24,-179
2.529589,-20,-179
2.539582,-20,-179
2.549515,-19,-179
2.559526,-19,-179
2.569502,-17,-179
2.579436,-15,-180
2.589444,-14,-180
2.599414,-13,-180
2.609371,-13,-180
2.61947,-12,-180
2.629327,-11,-180
2.6393,-11,-180
2.649279,-7,-180
2.659319,-6,-180
2.669221,-6,-180
2.679171,-6,-180
2.689167,-5,-180
2.69914,-2,-180
2.709131,-1,-180
2.720104,0,-180
2.730037,0,-180
2.740044,1,-180
2.74982,1,-180
2.759992,3,-180
2.769967,3,-180
2.780022,4,-180
2.789897,7,-181
2.79987,8,-181
2.809845,9,-181
2.819796,9,-181
2.829804,10,-181
2.839778,13,-181
2.849754,14,-181
2.859724,15,-181
2.869699,17,-181
2.879672,18,-180
2.889739,19,-181
2.899632,19,-180
2.909591,20,-181
2.919524,20,-181
2.92954,21,-181
2.939515,22,-181
2.949486,23,-181
2.959458,23,-181
2.969392,24,-181
2.979389,25,-181
2.989363,26,-182
2.999351,26,-181
3.009326,27,-182
3.0193,28,-182
3.02923,29,-182
3.039262,30,-182
3.04922,30,-182
3.059163,31,-182
3.069219,32,-182
3.079137,33,-182
3.090105,33,-182
3.100041,35,-182
3.110045,35,-182
3.120021,36,-182
3.129991,39,-182
3.139966,40,-182
3.149908,41,-182
3.159921,41,-182
3.169853,41,-182
3.179872,45,-182
3.189799,45,-182
3.199814,46,-182
3.209787,46,-182
3.219765,47,-182
3.229694,48,-182
3.239707,52,-183
3.249682,52,-183
3.259408,53,-183
3.26962,54,-183
3.279563,54,-183
3.289159,55,-183
3.299563,58,-182
3.309627,59,-182
3.319495,60,-183
3.329468,62,-183
3.339445,63,-183
3.349404,64,-183
3.359396,65,-182
3.369354,66,-182
3.379346,66,-182
3.389307,67,-182
3.399272,68,-182
3.409252,69,-182
3.41924,72,-182
3.429214,73,-182
3.439229,73,-182
3.449135,74,-182
3.460159,74,-182
3.470054,78,-181
3.480067,78,-181
3.490055,79,-181
3.500011,81,-181
3.509985,82,-181
3.519972,83,-181
3.529931,85,-180
3.539909,85,-180
3.549964,86,-180
3.559996,86,-180
3.570014,87,-180
3.579886,87,-180
3.589858,89,-180
3.59992,89,-179
3.60985,90,-179
3.61982,90,-179
3.629802,91,-179
3.639783,92,-179
3.649744,92,-179
3.659673,93,-179
3.669698,93,-179
3.679773,93,-179
3.689637,94,-179
3.699636,94,-179
3.709587,94,-179
3.719515,94,-179
3.729578,94,-179
3.739458,94,-179
3.749472,94,-179
3.759439,94,-179
3.769421,94,-179
3.779391,94,-179
3.789364,94,-179
3.799341,94,-179
3.809305,94,-178
3.819247,94,-178
3.829244,94,-178
3.839219,94,-178
3.849165,94,-178
3.859821,94,-178
3.869755,94,-178
3.879767,94,-178
3.889743,94,-178
3.899721,94,-178
3.909771,94,-177
3.919742,93,-177
3.929669,93,-177
3.94069,93,-177
3.949617,93,-176
3.959629,93,-176
3.969567,92,-175
3.979539,92,-175
3.98951,92,-174
3.999525,92,-173
4.009496,92,-172
4.01943,91,-171
4.029402,91,-171
4.039427,91,-170
4.04935,91,-169
4.059371,91,-167
4.069297,91,-167
4.079319,91,-166
4.090255,90,-165
4.099213,90,-165
4.109284,88,-162
4.119164,88,-161
4.129133,87,-160
4.140103,86,-159
4.149172,86,-158
4.159183,86,-158
4.170165,85,-156
4.179139,84,-155
4.190117,83,-154
4.200047,83,-154
4.210015,83,-153
4.219987,82,-151
4.229965,82,-151
4.239965,81,-149
4.249908,80,-148
4.25988,80,-148
4.269854,79,-146
4.279868,78,-145
4.289876,78,-145
4.299857,77,-144
4.309749,76,-143
4.31972,75,-141
4.329737,75,-140
4.339671,74,-139
4.349719,74,-137
4.359655,74,-136
4.369591,73,-134
4.3796,72,-133
4.389534,72,-133
4.39955,71,-130
4.409608,70,-129
4.419457,70,-128
4.429468,69,-126
4.439404,68,-125
4.449378,68,-124
4.460055,66,-123
4.470055,66,-122
4.480017,65,-120
4.490056,64,-118
4.499962,63,-117
4.509936,62,-115
4.519948,62,-114
4.52984,61,-113
4.539855,60,-111
4.549829,59,-110
4.559766,59,-108
4.569787,57,-106
4.579708,56,-105
4.589683,54,-103
4.599766,54,-102
4.609671,53,-102
4.619603,52,-100
4.629615,51,-99
4.639609,50,-97
4.649711,50,-96
4.659495,49,-95
4.669515,48,-92
4.679444,48,-91
4.689554,47,-90
4.699428,45,-88
4.709367,45,-88
4.719336,44,-86
4.729334,43,-85
4.739285,42,-85
4.749347,41,-83
4.759927,40,-82
4.769864,39,-81
4.779874,39,-80
4.789853,38,-79
4.799783,38,-78
4.809792,38,-77
4.819729,36,-74
4.829741,35,-73
4.839772,34,-72
4.849688,34,-72
4.86062,33,-71
4.870594,33,-71
4.879568,33,-70
4.889582,31,-66
4.899554,31,-65
4.909527,30,-64
4.919459,30,-63
4.929506,29,-61
4.939559,29,-60
4.949383,29,-59
4.959392,28,-58
4.969499,28,-57
4.979379,28,-56
4.989356,28,-55
4.999324,27,-54
5.009407,27,-53
5.019262,26,-53
5.029232,25,-51
5.03922,25,-51
5.049255,24,-50
5.059322,24,-50
5.069188,24,-49
5.079201,22,-47
5.089175,22,-46
5.102098,21,-44
5.110076,21,-43
5.11984,20,-42
5.130023,20,-41
5.139998,20,-40
5.149995,19,-38
5.160079,19,-37
5.170015,19,-37
5.179991,18,-35
5.189959,17,-35
5.199955,17,-33
5.209972,17,-32
5.220879,16,-31
5.229856,16,-29
5.239873,15,-28
5.249893,15,-28
5.259356,14,-28
5.269376,14,-27
5.2793,13,-26
5.289278,12,-25
5.299291,11,-24
5.309332,11,-23
5.319235,11,-23
5.329169,10,-23
5.33917,10,-22
5.349164,8,-19
5.359837,8,-18
5.369813,8,-17
5.379786,8,-16
5.389723,7,-14
5.399724,7,-13
5.409682,6,-12
5.419724,6,-11
5.429612,6,-10
5.439587,4,-8
5.449684,4,-8
5.460638,3,-6
5.469277,3,-6
5.479563,3,-5
5.48913,3,-5
5.499427,3,-5
5.509424,2,-5
5.519394,2,-4
5.529331,2,-4
5.539414,2,-4
5.549292,2,-4
5.559287,2,-4
5.569262,1,-3
5.579234,1,-3
5.589212,1,-3
5.599231,1,-3
5.609158,0,-2
5.620127,0,-1
5.630099,-1,1
5.640072,-1,2
5.650006,-1,2
5.659624,-1,2
5.669596,-1,2
5.679572,-1,3
5.689675,-1,3
5.699518,-2,3
5.709531,-2,4
5.719515,-2,4
5.729482,-2,4
5.739452,-1,4
