time(s),x,y
0.010031,0,0
0.019983,0,0
0.02991,0,0
0.039908,0,0
0.049933,-9,-11
0.05983,-10,-12
0.069842,-10,-12
0.079778,-10,-12
0.089751,-17,-23
0.099719,-18,-24
0.109737,-18,-25
0.11967,-18,-27
0.129733,-21,-32
0.140263,-22,-34
0.150239,-24,-37
0.160254,-28,-43
0.170138,-30,-45
0.180111,-30,-47
0.190086,-33,-53
0.200059,-35,-55
0.210035,-39,-60
0.220034,-40,-63
0.230007,-42,-65
0.239956,-49,-77
0.249924,-49,-77
0.2599,-50,-78
0.270873,-56,-88
0.279845,-57,-89
0.290821,-59,-91
0.299795,-60,-93
0.309797,-63,-98
0.319757,-65,-101
0.329711,-69,-105
0.33969,-71,-108
0.349658,-72,-110
0.359632,-78,-118
0.369751,-79,-120
0.37961,-80,-121
0.389551,-81,-123
0.399524,-87,-131
0.409503,-88,-132
0.419706,-89,-133
0.429476,-91,-137
0.439487,-92,-139
0.449458,-94,-141
0.459364,-97,-144
0.470338,-99,-146
0.480314,-100,-148
0.490282,-101,-150
0.500257,-103,-152
0.510232,-104,-153
0.5202020000000001,-106,-154
0.530179,-107,-155
0.540151,-108,-156
0.5501239999999999,-108,-156
0.5601,-109,-157
0.570101,-109,-157
0.580048,-109,-157
0.590019,-109,-158
0.600027,-110,-158
0.609962,-110,-158
0.61994,-110,-159
0.629945,-110,-159
0.639491,-110,-159
0.649465,-110,-159
0.659438,-109,-159
0.669407,-109,-159
0.67938,-108,-158
0.689384,-107,-158
0.699376,-107,-157
0.710302,-105,-157
0.720271,-104,-157
0.730248,-102,-157
0.739791,-101,-156
0.74974,-100,-156
0.75979,-100,-156
0.76968,-98,-156
0.779657,-95,-156
0.7896300000000001,-93,-156
0.799643,-91,-156
0.8096,-90,-156
0.819547,-88,-156
0.829615,-87,-156
0.840214,-84,-156
0.850214,-81,-157
0.860192,-80,-157
0.8701680000000001,-78,-157
0.880105,-75,-157
0.890079,-73,-158
0.900103,-70,-158
0.910137,-68,-158
0.920002,-65,-159
0.929975,-63,-159
0.939677,-59,-159
0.949623,-57,-159
0.959597,-53,-159
0.969615,-51,-160
0.979583,-47,-160
0.989519,-45,-161
0.999487,-41,-161
1.009463,-39,-161
1.019509,-37,-162
1.029408,-32,-163
1.040881,-28,-163
1.049827,-26,-163
1.059794,-24,-163
1.069772,-20,-164
1.079377,-18,-164
1.089718,-13,-164
1.099781,-11,-164
1.109666,-7,-164
1.120633,-5,-165
1.129637,-1,-165
1.140092,1,-165
1.150036,5,-166
1.160015,7,-166
1.169987,11,-166
1.180058,13,-166
1.18993,16,-167
1.199907,18,-167
1.209951,20,-168
1.21985,23,-168
1.229825,25,-168
1.240047,29,-169
1.250021,30,-169
1.259996,34,-169
1.270963,36,-169
1.279938,39,-170
1.289955,40,-170
1.299885,43,-171
1.309863,48,-171
1.319831,49,-171
1.329866,50,-171
1.339887,51,-171
1.349835,51,-172
1.35986,53,-172
1.369787,58,-173
1.379755,61,-173
1.389732,62,-173
1.399702,62,-173
1.409676,65,-174
1.419648,67,-174
1.429623,70,-174
1.439595,71,-174
1.44957,72,-174
1.459585,73,-174
1.469562,74,-175
1.479493,74,-175
1.489569,75,-175
1.49944,78,-175
1.509492,79,-175
1.519415,79,-175
1.52939,79,-175
1.539374,80,-175
1.550333,80,-175
1.560275,80,-175
1.570251,80,-175
1.580223,80,-175
1.590196,80,-175
1.601163,80,-175
1.610138,80,-175
1.620217,80,-175
1.630086,79,-174
1.640584,76,-170
1.649559,76,-170
1.659533,76,-170
1.669506,76,-169
1.679484,76,-169
1.689483,76,-169
1.699429,75,-168
1.709433,75,-166
1.719376,74,-165
1.730343,74,-164
1.740424,73,-163
1.749399,73,-161
1.759373,72,-160
1.769421,72,-159
1.780313,71,-157
1.791286,71,-156
1.800261,70,-154
1.810236,69,-153
1.82021,69,-152
1.830181,68,-149
1.840247,68,-148
1.850127,67,-147
1.860102,65,-145
1.870074,65,-144
1.880073,63,-142
1.890021,62,-141
1.899994,62,-139
1.90997,61,-137
1.920936,60,-134
1.930007,60,-133
1.939889,59,-132
1.949439,56,-129
1.959381,55,-127
1.970358,54,-124
1.980414,53,-122
1.990338,52,-121
2.000273,50,-118
2.010324,49,-117
2.020218,47,-113
2.030195,46,-112
2.040016,44,-109
2.049507,44,-107
2.059483,43,-106
2.069454,41,-103
2.079429,40,-101
2.089404,38,-99
2.099446,37,-97
2.11043,35,-94
2.120345,34,-93
2.13039,33,-90
2.140265,32,-89
2.150279,31,-86
2.160254,30,-84
2.170183,29,-81
2.180159,28,-80
2.190186,26,-78
2.20013,25,-77
2.210076,24,-75
2.220051,23,-73
2.230058,22,-72
2.239999,21,-70
2.249973,20,-69
2.259945,19,-67
2.270082,18,-66
2.28001,16,-64
2.289979,15,-63
2.301902,14,-60
2.309884,13,-59
2.319855,13,-58
2.329827,12,-57
2.339802,11,-56
2.3494,10,-54
2.35975,10,-53
2.36988,9,-52
2.379736,8,-50
2.38974,6,-48
2.399685,5,-47
2.409734,5,-47
2.419683,4,-47
2.429566,4,-46
2.439558,3,-45
2.449684,1,-43
2.459762,0,-43
2.469583,0,-42
2.479729,-1,-41
2.48969,-1,-40
2.49965,-2,-39
2.509586,-2,-38
2.519592,-4,-37
2.529595,-4,-36
2.539534,-5,-36
2.549512,-5,-35
2.559487,-6,-35
2.569582,-6,-35
2.580777,-7,-34
2.589962,-7,-33
2.599432,-7,-33
2.609435,-8,-33
2.61938,-8,-32
2.629403,-8,-32
2.639384,-8,-31
2.650296,-9,-31
