time(s),x,y
0.010025,0,0
0.019998,0,0
0.030001,-1,1
0.039943,-1,1
0.049946,-1,1
0.060014,-1,1
0.069868,-1,1
0.079822,-1,1
0.09075900000000001,-1,2
0.100765,-1,2
0.110746,-1,2
0.120709,-2,1
0.130684,-2,1
0.140657,-2,1
0.150632,-2,1
0.16057,-2,1
0.170691,-2,1
0.180519,-3,1
0.190522,-3,1
0.200466,-3,1
0.210481,-3,0
0.220441,-3,0
0.230417,-3,0
0.240389,-2,0
0.25036,-3,0
0.260345,-3,0
0.269947,-3,0
0.279902,-3,0
0.289963,-3,-1
0.299858,-3,-1
0.309832,-4,-2
0.319813,-5,-4
0.330394,-6,-6
0.340485,-8,-8
0.351351,-10,-11
0.360173,-10,-12
0.370605,-11,-12
0.380627,-11,-14
0.390552,-12,-15
0.400578,-13,-18
0.410575,-14,-19
0.420469,-15,-22
0.430445,-15,-24
0.440415,-16,-25
0.450422,-18,-28
0.460395,-19,-30
0.470664,-21,-33
0.480608,-22,-34
0.49061,-23,-37
0.5005500000000001,-24,-39
0.51056,-26,-42
0.520604,-26,-44
0.530505,-29,-47
0.540476,-30,-48
0.550501,-32,-50
0.560393,-34,-54
0.569872,-35,-55
0.579835,-38,-58
0.590766,-39,-60
0.600779,-42,-64
0.610745,-43,-66
0.620683,-44,-69
0.630409,-45,-71
0.640662,-46,-73
0.650639,-48,-76
0.6606070000000001,-49,-78
0.669878,-51,-81
0.680137,-52,-83
0.69008,-53,-87
0.700084,-54,-88
0.710029,-55,-91
0.720004,-56,-93
0.730003,-57,-96
0.739977,-57,-98
0.749922,-58,-101
0.759923,-59,-103
0.77035,-61,-107
0.780282,-62,-109
0.790317,-63,-112
0.80023,-65,-116
0.810202,-66,-119
0.820175,-68,-123
0.8301460000000001,-69,-125
0.840153,-72,-129
0.850125,-72,-131
0.8600989999999999,-74,-135
0.870328,-74,-137
0.880197,-76,-141
0.8901289999999999,-76,-142
0.900253,-78,-146
0.9100780000000001,-79,-147
0.920089,-80,-149
0.93002,-81,-153
0.9400269999999999,-82,-155
0.949968,-83,-158
0.95999,-84,-160
0.969966,-85,-163
0.979938,-86,-165
0.989899,-87,-167
0.99987,-88,-169
1.009859,-89,-171
1.019841,-91,-173
1.030801,-92,-174
1.040774,-93,-176
1.050749,-94,-177
1.060722,-95,-179
1.070416,-96,-180
1.0804,-96,-181
1.090374,-97,-181
1.100378,-97,-183
1.11031,-97,-183
1.120283,-97,-183
1.130273,-98,-184
1.140218,-98,-184
1.150241,-98,-184
1.160185,-98,-184
1.170173,-98,-184
1.180113,-98,-184
1.190055,-98,-183
1.20003,-97,-182
1.210032,-95,-181
1.219994,-95,-180
1.229981,-94,-180
1.239922,-94,-180
1.250926,-93,-179
1.259932,-92,-179
1.269884,-88,-177
1.279877,-87,-176
1.289823,-86,-175
1.300794,-85,-175
1.310765,-84,-174
1.320759,-84,-174
1.330736,-83,-174
1.340706,-82,-174
1.350657,-80,-173
1.360632,-78,-173
1.370617,-77,-173
1.380547,-75,-172
1.390552,-74,-172
1.400526,-74,-172
1.410498,-73,-172
1.420468,-73,-172
1.430413,-72,-172
1.440417,-69,-173
1.450508,-66,-173
1.460335,-65,-173
1.470354,-63,-173
1.480679,-62,-173
1.490621,-59,-172
1.500627,-57,-172
1.510568,-54,-172
1.520571,-52,-172
1.530546,-48,-172
1.541517,-47,-171
1.550467,-44,-171
1.560465,-42,-170
1.570406,-41,-170
1.579966,-37,-169
1.589976,-36,-169
1.599943,-33,-169
1.609949,-32,-169
1.619862,-29,-169
1.629863,-27,-170
1.639904,-24,-171
1.650775,-24,-171
1.660748,-23,-172
1.670817,-22,-172
1.680264,-21,-172
1.690085,-20,-172
1.700089,-15,-172
1.710032,-13,-173
1.720046,-12,-173
1.730005,-12,-173
1.739952,-10,-173
1.749959,-9,-173
1.76061,-4,-173
1.770045,-2,-173
1.780208,0,-173
1.791313,2,-173
1.800427,5,-173
1.810405,6,-174
1.821345,9,-174
1.830352,10,-174
1.840325,13,-174
1.8503,14,-174
1.860306,16,-174
1.870214,18,-175
1.880229,19,-175
1.890202,21,-176
1.900238,23,-176
1.910485,25,-176
1.920428,27,-176
1.930403,28,-176
1.940402,31,-176
1.950347,33,-176
1.96037,34,-177
1.971292,37,-177
1.980266,38,-177
1.990272,42,-177
2.000246,43,-177
2.010292,45,-177
2.020194,48,-177
2.030198,49,-177
2.040138,50,-177
2.050113,53,-178
2.060111,54,-178
2.070052,55,-178
2.080334,58,-179
2.090333,59,-179
2.100281,61,-179
2.110254,63,-179
2.120195,65,-179
2.130169,68,-179
2.140176,70,-178
2.150147,73,-178
2.159988,75,-178
2.170064,77,-178
2.180769,80,-178
2.190707,81,-177
2.20079,83,-177
2.210656,85,-177
2.220628,87,-177
2.23068,88,-177
2.240733,90,-177
2.250549,90,-177
2.260552,91,-177
2.270538,91,-177
2.280498,92,-177
2.290473,92,-177
2.300444,95,-178
2.310419,96,-178
2.320363,96,-178
2.330366,96,-178
2.340352,96,-178
2.350312,97,-178
2.360298,97,-178
2.370227,98,-178
2.380233,98,-178
2.390175,98,-178
2.400151,98,-178
2.410152,98,-178
2.420181,99,-178
2.431096,99,-178
2.440088,99,-178
2.450075,99,-178
2.460984,99,-177
2.47,99,-177
2.479938,100,-177
2.489908,100,-177
2.499912,100,-177
2.509855,100,-176
2.519825,99,-176
2.530796,99,-176
2.54077,99,-175
2.550743,98,-175
2.560751,98,-174
2.570691,98,-174
2.580717,97,-174
2.590638,97,-173
2.600473,96,-173
2.610619,95,-171
2.620557,94,-170
2.630598,93,-169
2.641542,93,-168
2.650508,92,-167
2.660451,92,-166
2.670465,91,-165
2.680098,90,-164
2.690073,89,-163
2.700014,88,-161
2.710037,87,-160
2.720009,86,-157
2.730013,85,-156
2.739957,84,-155
2.74995,83,-154
2.759901,81,-151
2.769882,80,-149
2.780836,78,-146
2.789814,77,-144
2.800938,77,-142
2.810764,75,-139
2.820691,75,-137
2.830692,72,-133
2.840679,71,-131
2.850661,70,-130
2.860615,68,-127
2.870557,68,-125
2.880212,66,-123
2.890215,64,-120
2.899957,63,-118
2.910164,61,-115
2.920107,60,-113
2.93011,59,-111
2.94005,57,-108
2.950056,56,-106
2.959998,55,-105
2.970021,53,-101
2.979999,52,-100
2.989969,50,-97
2.999963,49,-95
3.009864,48,-93
3.019891,46,-90
3.029864,46,-88
3.040868,44,-85
3.049808,43,-83
3.060779,42,-80
3.071702,40,-78
3.080441,39,-76
3.090469,38,-73
3.100387,37,-71
3.110371,35,-68
3.120334,34,-67
3.130308,33,-65
3.140234,31,-62
3.150206,31,-60
3.160179,29,-57
3.170159,28,-56
3.180739,26,-54
3.190747,25,-52
3.200687,25,-51
3.210691,23,-48
3.220715,21,-46
3.230657,20,-44
3.240642,19,-43
3.250604,18,-41
3.260525,17,-38
3.270549,16,-37
3.280736,15,-34
3.290681,14,-33
3.300702,14,-32
3.310677,13,-29
3.320651,12,-28
3.330623,11,-25
3.3406,11,-24
3.35057,10,-22
3.360544,10,-21
3.370518,9,-18
3.380486,8,-17
3.391445,7,-15
3.400471,6,-14
3.410395,5,-13
3.420367,5,-12
3.430392,4,-11
3.440365,3,-10
3.450339,2,-9
3.460312,0,-8
3.470233,0,-7
3.480209,-1,-6
3.490254,-1,-5
3.500261,-1,-5
3.510201,-2,-5
3.520206,-2,-4
3.530209,-2,-3
3.540122,-3,-1
3.550125,-4,0
3.560099,-4,0
3.570072,-4,1
3.580036,-4,1
3.589988,-4,2
3.599959,-4,2
3.609965,-5,2
3.619905,-5,2
3.629879,-5,2
3.639889,-5,2
3.649858,-5,2
3.66083,-5,2
3.669808,-5,2
